"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
2.12397611686959e-08,0.448842095011157,0.855,0.786,0.000497923721077739,"Pcsk2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
2.46740790617713e-08,-0.417646067146358,0.883,0.932,0.000578434435445105,"Oxr1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.5117473860985e-08,-0.389938229665198,0.692,0.819,0.00058882893972307,"Atp1b1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.62148113855386e-08,0.80435198600485,0.427,0.286,0.000614553823311181,"Carmil3","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
2.70555094911615e-08,-0.615183284529647,0.214,0.372,0.000634262309001299,"Rpl13","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.80842622265338e-08,0.521175148798685,0.683,0.583,0.000658379359376631,"Prkcg","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
2.81746326465873e-08,0.719760799744972,0.533,0.38,0.000660497913133945,"5330438D12Rik","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
3.1658772393089e-08,0.673642383519999,0.458,0.317,0.000742176601211185,"Trim46","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
3.35706409006296e-08,0.702517634570924,0.469,0.321,0.00078699653463346,"Lrp1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
3.71301862331263e-08,-0.355935175522839,0.905,0.949,0.00087044295586318,"Mctp1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
3.76048608584763e-08,-0.379160343228081,0.447,0.643,0.00088157075310526,"Hspa8","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
4.380308622194e-08,-0.198900366194009,1,1,0.00102687575030094,"Magi2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
4.39056662562873e-08,0.217189549629432,1,0.996,0.00102928053404614,"Rian","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
4.5945671485896e-08,0.700676335688152,0.577,0.454,0.00107710437664386,"Odf2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
4.63461614660833e-08,1.13641313362994,0.291,0.167,0.00108649306324939,"Vwa5b2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
4.72882731291551e-08,0.692323273927775,0.665,0.561,0.00110857898696678,"AC149090.1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
4.81826781062668e-08,0.882060698451639,0.326,0.19,0.00112954652284521,"Cep290","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
5.25700231014576e-08,-0.37689815722425,0.76,0.883,0.00123239905156747,"Nckap1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
5.5227296772878e-08,0.695043329180552,0.467,0.329,0.00129469351824658,"Rufy2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
5.60089844015872e-08,-0.16124793982407,1,1,0.00131301862132641,"Lsamp","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
5.841461846794e-08,-0.863186730001257,0.148,0.289,0.00136941390074392,"Rpl19","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
5.90189167070085e-08,0.55551656792974,0.641,0.53,0.0013835804643624,"Nisch","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
6.56860028528597e-08,0.300300787156613,0.976,0.987,0.00153987696487959,"Snhg11","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
6.72713813970638e-08,-0.278614140861376,0.938,0.954,0.00157704299409137,"Mbd5","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
7.03683741740703e-08,-0.475202611900395,0.544,0.67,0.00164964579576273,"Ankrd12","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
7.09373575698994e-08,-0.427999331619529,0.617,0.754,0.00166298447351115,"Lrba","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
8.36071723149346e-08,-0.391346489867385,0.465,0.641,0.00196000294057901,"Actb","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
8.36454723837029e-08,-0.669087894006907,0.293,0.438,0.00196090080909115,"Wasl","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
9.41598988435522e-08,-0.865767199081054,0.242,0.385,0.00220739050858939,"Arhgef26","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
9.43939307433336e-08,0.812203955908573,0.419,0.284,0.00221287691841597,"Taf1d","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
9.58646080836541e-08,0.711210084774532,0.5,0.366,0.0022473540073051,"Sbf1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
9.60240064118932e-08,-0.228697942148336,0.993,0.997,0.00225109078231401,"Opcml","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
9.93984030856632e-08,-0.700201531316676,0.278,0.433,0.0023301967635372,"Ckb","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
9.95956632137192e-08,-0.456485415558825,0.575,0.703,0.00233482113271922,"Atp2a2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.32816713789333e-07,0.840820830310417,0.399,0.262,0.00311362222136334,"Ints6l","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.37544005910542e-07,-0.905268984683015,0.183,0.317,0.00322444413056084,"1810026B05Rik","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.4345858513438e-07,-0.555204976137169,0.683,0.765,0.00336309961130527,"Tafa1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.45595585256279e-07,0.737473803798672,0.385,0.236,0.00341319730516295,"Upp2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.46826986555675e-07,-0.553655035832183,0.326,0.485,0.00344206504582468,"Eif4a2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.63895278087046e-07,-0.642358438577972,0.238,0.39,0.00384219700419463,"Mdh1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.66462930963774e-07,1.04856889046336,0.256,0.141,0.00390239049058376,"Gm16105","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.66879123311373e-07,0.888182982068734,0.33,0.211,0.00391214728778852,"Hdac7","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.67742469308642e-07,-0.336144336597316,0.85,0.927,0.00393238670800249,"Cdk14","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.68363326330704e-07,-0.646056107142969,0.388,0.537,0.0039469414591707,"Cntnap5c","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.78052397093649e-07,-0.536391752384275,0.416,0.561,0.00417408234506641,"Dnm1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.86318131498412e-07,0.647072156045636,0.557,0.443,0.00436785595671727,"Srrm4","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
2.06585551952752e-07,0.546552674473465,0.667,0.53,0.00484298509442837,"Chl1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
2.14878989676266e-07,-0.701413484987909,0.244,0.392,0.00503740815498071,"Plxna1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.21635368798822e-07,-0.130461196446503,1,1,0.00519579795075078,"Nrxn1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.30588819465003e-07,-0.587564538393485,0.302,0.445,0.00540569369471806,"Thsd4","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.45277950085165e-07,-0.5023801585765,0.374,0.53,0.00575005098384653,"Xpo1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.49659864960961e-07,-0.914298045624667,0.143,0.267,0.00585277621427981,"Ppp2r1a","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.58186464022215e-07,-0.954418439315814,0.13,0.259,0.0060526652760728,"Pom121","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.61783035166222e-07,0.793467083616853,0.379,0.252,0.00613697969340174,"Supt20","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
2.6426130104529e-07,0.469016154555434,0.74,0.661,0.00619507768040472,"Gm4258","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
2.81043329478321e-07,0.310601352386028,0.89,0.865,0.00658849877296028,"B830012L14Rik","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
2.8411120520161e-07,0.622839614472973,0.566,0.434,0.00666041898354135,"Tra2a","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
2.92035426013693e-07,-0.431673807378925,0.498,0.653,0.006846186492039,"Ndfip1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.99042459705701e-07,0.570197343095505,0.579,0.453,0.00701045238288076,"Cmip","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
3.23844001717366e-07,0.646954353340344,0.63,0.519,0.00759187493226022,"Brd9","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
3.36369892637487e-07,-0.680539256557771,0.242,0.381,0.00788551939310061,"Tuba1b","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
3.3774606779335e-07,0.706345508132593,0.529,0.416,0.00791778106727951,"Nlk","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
3.41244196725992e-07,0.635095271593565,0.575,0.471,0.00799978770384743,"Srsf5","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
3.42797759410797e-07,-0.448810870575958,0.447,0.602,0.00803620787386732,"Mkln1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
3.5933227023049e-07,-0.502361593040754,0.542,0.66,0.00842382641101339,"Immp2l","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
3.7141472288613e-07,1.00981396674322,0.251,0.142,0.00870707534861954,"Gpr176","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
3.72360170458047e-07,0.400485032803195,0.802,0.759,0.00872923947604801,"Gpatch8","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
3.83876646282144e-07,-0.288738084827059,0.857,0.931,0.00899922021879229,"Exoc4","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
3.89763457915036e-07,-0.332993750113572,0.967,0.976,0.00913722474390218,"Epha6","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
4.09027808586687e-07,0.71449653341382,0.515,0.401,0.0095888389166977,"Dnmt3a","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
4.25609208728049e-07,-0.472480389766909,0.419,0.579,0.00997755668021166,"Oga","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
4.35650708444334e-07,-0.861056756645253,0.178,0.306,0.0102129595580605,"Azin1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
4.4348219927707e-07,-0.870367278751576,0.24,0.379,0.0103965531976524,"Hpca","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
4.59093244413871e-07,-0.220296935978444,0.985,0.996,0.0107625229287944,"Ralyl","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
4.75349193181969e-07,0.260080384588133,0.96,0.963,0.0111436111357649,"Zeb2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
4.90654272963098e-07,-0.646189657180027,0.306,0.443,0.0115024081210739,"Slc25a4","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
5.42895705767169e-07,0.383443499462848,0.824,0.806,0.0127271040302997,"Arglu1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
5.48186241350547e-07,-0.688213834051687,0.251,0.389,0.0128511300559809,"Rplp1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
5.56098796947102e-07,-0.818412700433383,0.161,0.291,0.0130366240968309,"Itm2c","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
5.83343321637518e-07,-0.710651939730488,0.661,0.701,0.0136753174891483,"Lncpint","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
6.08093872513806e-07,0.963170004816207,0.355,0.237,0.0142555446533412,"Pabpc4","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
6.14151143674133e-07,-0.539124162772006,0.529,0.656,0.0143975452611527,"Ano3","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
6.29241524914313e-07,-0.592800204489836,0.337,0.481,0.0147513090685662,"Ube2d3","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
6.38374432878096e-07,0.42520164249552,0.791,0.751,0.0149654118299612,"Dync1i2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
6.41054794857487e-07,0.629020805833039,0.438,0.303,0.0150282475558441,"Eif2s3y","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
7.16567104553291e-07,0.851025368680757,0.326,0.209,0.0167984826320428,"Fam173a","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
7.77137562114339e-07,-0.179004259901601,0.978,0.991,0.0182184358686465,"Gpm6a","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
8.21308858690946e-07,-0.807757116225756,0.17,0.298,0.0192539435742918,"Rnmt","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
8.98920811778956e-07,0.573359758425952,0.548,0.427,0.0210734005905341,"Pacsin1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
9.08250051221575e-07,-0.525391856554241,0.396,0.549,0.0212921059507874,"Neurod6","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
9.12034386286073e-07,-0.640371559895131,0.363,0.496,0.0213808221177044,"Atp6v1a","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
9.46252419199175e-07,0.776570538321865,0.319,0.2,0.0221829954632863,"Ntng2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
9.91390607758707e-07,-0.74351797505151,0.192,0.326,0.0232411700176874,"Rpsa","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.0391274239646e-06,0.715282508339664,0.381,0.254,0.024360264200002,"Lmo4","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.04756915904992e-06,-0.361599780332651,0.63,0.763,0.0245581637956073,"Calm2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.05152798909529e-06,-0.830696947780511,0.148,0.272,0.0246509706483608,"Atp5g3","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.05837831380868e-06,0.769856797730917,0.54,0.434,0.0248115628106169,"Kirrel3","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.08214801423156e-06,-0.668418398404269,0.233,0.372,0.0253687958976305,"Capza2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.09948674275108e-06,-0.791327510466295,0.22,0.349,0.0257752677103136,"Pkm","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.14711987634768e-06,0.879833398641566,0.289,0.178,0.0268919312612186,"Nbr1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.187250944384e-06,-0.722628091088758,0.194,0.327,0.0278327238891941,"Selenow","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.19730978423738e-06,0.718014449225452,0.383,0.263,0.0280685332718769,"Hectd2os","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.20217921389966e-06,0.813408445096571,0.304,0.193,0.0281826873114497,"Rcor1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.25258315730215e-06,0.299164730061022,0.925,0.905,0.0293643069566344,"Myt1l","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.2823124149084e-06,-0.322952903979084,0.767,0.875,0.0300612499426976,"Faf1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.28389562317417e-06,-0.650337641755105,0.134,0.253,0.030098365094072,"Rpl23","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.3102739497317e-06,-0.609285118199953,0.24,0.374,0.0307167522035602,"Ppp2ca","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.46457600706649e-06,-0.39579115973551,0.733,0.85,0.0343340553336598,"Dmxl1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.4900004692952e-06,0.784312875382209,0.262,0.151,0.0349300810016875,"Gigyf1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.63144442709514e-06,0.877407180466433,0.275,0.171,0.0382459517043914,"Cep78","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.64446512725245e-06,0.779467045661961,0.317,0.199,0.0385511959781793,"Usp4","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.66577517899452e-06,1.01543267475574,0.256,0.154,0.0390507675211686,"AI480526","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
1.73983801631547e-06,-0.422010414761537,0.628,0.728,0.0407870226164836,"Stmn2","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.81778548534519e-06,-0.85168782982178,0.161,0.279,0.0426143451329472,"Atp5o","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.83648526052855e-06,-1.12503068695284,0.178,0.295,0.0430527239625709,"Arl5b","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
1.94273210527085e-06,-0.673729879719338,0.258,0.399,0.0455434687438645,"Ddx24","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.00475953086936e-06,0.464240860754216,0.718,0.603,0.0469975776821704,"Nrg1","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Up"
2.03168489177207e-06,-0.903518256422449,0.15,0.261,0.0476287889178127,"Klf9","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.049291019196e-06,-0.287131028587614,0.833,0.897,0.0480415293630118,"Amph","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
2.05856261890877e-06,-0.72022483304581,0.269,0.398,0.0482588834750782,"D5Ertd579e","ExcitatoryNeuronsCA3","24hrvs1hr_PTZ","Down"
9.43080810273279e-97,-0.950108654319416,1,1,2.21086434352365e-92,"Gm42418","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
2.10069106720536e-72,-2.18718437205002,0.565,0.908,4.92465006884952e-68,"Tuba1a","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
2.7413086193376e-69,-1.28744613421695,0.871,0.962,6.42644979631315e-65,"AY036118","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
2.0339122484303e-46,-2.11776251827708,0.327,0.715,4.76810048399516e-42,"Tubb2a","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
4.22252030469898e-45,-2.47839263204016,0.256,0.645,9.89885435030583e-41,"Tubb2b","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
8.03620598139231e-42,-1.99255324484613,0.315,0.695,1.8839277682178e-37,"Hspa8","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
6.33355609647898e-40,-1.93277147902521,0.353,0.711,1.48477555569757e-35,"Actb","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
9.11569721820945e-37,-2.60353174639136,0.101,0.479,2.13699289886484e-32,"Ubb","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.05976169558512e-35,-1.9950203424287,0.247,0.613,2.48439934296019e-31,"Hsp90aa1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.44580315207462e-33,-1.71914267133548,0.287,0.641,3.38939632940854e-29,"Atp6v0c","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.21638582391759e-32,-1.66310464638338,0.367,0.673,2.85157328701e-28,"Hsp90ab1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
2.71915322535546e-31,-1.73778365223934,0.332,0.659,6.3745109062008e-27,"mt-Co3","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
4.06373337357686e-31,-1.77990254068447,0.299,0.631,9.52661014767623e-27,"Actg1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
4.33921078905875e-31,-2.02099502401311,0.2,0.549,1.01724118527904e-26,"mt-Co1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.95032058448751e-29,-1.79289149431469,0.414,0.699,4.57213654621406e-25,"Gm47283","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.72845952402377e-28,-1.76325168910128,0.332,0.635,4.05202766216893e-24,"Tubb5","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
6.72400967238711e-27,-2.32691908107241,0.127,0.433,1.57630958749771e-22,"Gapdh","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
8.21835772743222e-27,-1.74026936778935,0.311,0.615,1.92662960204193e-22,"Ppia","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.61498833177437e-24,-1.95069032074074,0.16,0.451,3.78601714617865e-20,"Ckb","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.72885654441873e-21,-1.81452046470425,0.167,0.437,4.05295839708084e-17,"Tuba1b","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
5.8731189754006e-21,-1.32740178724739,0.306,0.589,1.37683528140316e-16,"Atp5b","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
9.69286885587974e-20,-2.02549043849914,0.148,0.399,2.27229924588389e-15,"Aldoa","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
2.32884356404385e-19,-1.29660165031888,0.339,0.597,5.459507967188e-15,"Uchl1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
6.09021260306006e-18,-1.22092974282719,0.402,0.617,1.42772854053537e-13,"Stmn3","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
6.35445677954984e-18,-1.42264145989375,0.261,0.511,1.48967530282987e-13,"mt-Co2","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
9.99733348414971e-18,-1.65093022662138,0.153,0.395,2.34367488868922e-13,"Cfl1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.59935194544752e-17,-0.670798137295632,0.882,0.92,3.74936076571262e-13,"Rtn1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
7.93516992418789e-17,1.06429743004086,0.499,0.228,1.86024188532737e-12,"Upp2","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
4.30595226646092e-16,0.503036656445243,0.915,0.715,1.00944438982643e-11,"Rapgef4","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
7.79339900845463e-16,-1.21741391280567,0.374,0.593,1.82700652955202e-11,"Aplp1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
8.17480405169653e-16,-1.52991869445488,0.188,0.417,1.91641931383922e-11,"Enc1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
9.61249383746968e-16,-1.48461476276674,0.148,0.373,2.25345693031802e-11,"mt-Cytb","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.51162053031662e-15,-1.93063684887642,0.111,0.319,3.54369200922124e-11,"Ndn","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.8047168740562e-15,-1.15516749767402,0.261,0.487,4.23079776784995e-11,"mt-Atp6","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
4.82540250594048e-15,-1.56996422007407,0.155,0.377,1.13121910946763e-10,"Ndufa4","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
9.27455089094599e-15,-3.1665383342502,0.066,0.253,2.17423296536447e-10,"Ttr","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.66583614279138e-14,0.807987875126795,0.774,0.557,3.90521966954583e-10,"Gm4258","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
1.88162685392867e-14,1.02658867868002,0.52,0.271,4.41109783366497e-10,"Gm16183","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
1.94641524740933e-14,-1.42837427468024,0.179,0.397,4.56298126450168e-10,"mt-Nd2","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
2.32126908599389e-14,-1.86592315085973,0.118,0.315,5.44175111829547e-10,"Tubb4b","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
6.85634664781632e-14,-1.72859713573143,0.104,0.295,1.60733334464758e-09,"Rab3a","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
2.1082564246373e-13,-1.86824081900622,0.092,0.275,4.94238553627723e-09,"Ppp2r1a","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
3.13017367978341e-13,-1.09591236519201,0.391,0.595,7.33806615751624e-09,"Calm1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
3.75164515584649e-13,-1.55862545710319,0.151,0.349,8.79498173885092e-09,"Myl6","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
4.41029313773166e-13,-1.55210255866686,0.148,0.345,1.03390502027843e-08,"Stmn1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
4.75070119542981e-13,0.472909226367855,0.96,0.846,1.11370688124461e-08,"Cwc22","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
1.2386937804894e-12,-1.48207176665558,0.202,0.403,2.90386982960129e-08,"mt-Nd1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.26938512888262e-12,1.48449410294508,0.334,0.14,2.97581955763952e-08,"Dynlt1a","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
1.31217138928464e-12,-1.26617028009141,0.233,0.439,3.07612338789998e-08,"Pcsk1n","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.3990318617193e-12,-0.800663794324745,0.718,0.806,3.27975039342856e-08,"Atp1b1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
2.61608937001592e-12,0.310917961293739,0.995,0.984,6.13289831012833e-08,"Frmd4a","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
5.66942635008918e-12,-1.25275025398551,0.224,0.407,1.32908361925141e-07,"Kpnb1","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
6.26704942498015e-12,-1.22921813142177,0.341,0.513,1.4691843966981e-07,"Tubb3","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
7.04200495388289e-12,-1.48868421334304,0.122,0.303,1.65085722133877e-07,"2900097C17Rik","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
8.63749816412068e-12,-1.37245485491786,0.167,0.357,2.02488869461481e-07,"mt-Nd4","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
8.79251046995337e-12,-1.6819048366633,0.085,0.251,2.06122822947117e-07,"Bex3","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
1.0887573655233e-11,0.317197084730782,0.998,0.99,2.55237389199628e-07,"Gm26871","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Up"
1.24062105196174e-11,-1.11389368575523,0.252,0.445,2.90838793211391e-07,"Smarcc2","ExcitatoryNeuronsCA3","24hrvs1hr_SAL","Down"
