"","gene","cell_type","24hrvs1hr_PTZ","24hrvs1hr_SAL","PTZvsSAL_1hr","PTZvsSAL_24hr","pattern"
"2053","Brinp1","ExcitatoryNeuronsMatureDG",-0.817014517079631,NA,NA,NA,"Decrease in PTZ"
"2054","Lingo2","ExcitatoryNeuronsMatureDG",-0.267290120671404,-0.261316711627717,NA,NA,"Decrease in PTZ"
"2055","Strbp","ExcitatoryNeuronsMatureDG",0.439499417139092,NA,-0.450484433351204,NA,"Decrease then Baseline"
"2056","Pde4b","ExcitatoryNeuronsMatureDG",0.887481496819758,NA,NA,NA,"Increase in PTZ"
"2057","Cemip","ExcitatoryNeuronsMatureDG",-1.14893403971961,NA,NA,NA,"Decrease in PTZ"
"2058","Grid1","ExcitatoryNeuronsMatureDG",0.428431786623729,NA,NA,NA,"Increase in PTZ"
"2059","Tmem30a","ExcitatoryNeuronsMatureDG",-1.0978694528749,NA,NA,NA,"Decrease in PTZ"
"2060","Mir100hg","ExcitatoryNeuronsMatureDG",1.19910874887604,-1.48450630949231,-1.24889922063675,1.4347158377316,"Decrease then Reversal"
"2061","D430041D05Rik","ExcitatoryNeuronsMatureDG",0.572914827794451,NA,NA,NA,"Increase in PTZ"
"2062","Nell1","ExcitatoryNeuronsMatureDG",1.03342350178024,NA,NA,NA,"Increase in PTZ"
"2063","Stox2","ExcitatoryNeuronsMatureDG",-0.678424148611485,NA,NA,NA,"Decrease in PTZ"
"2064","Atf6","ExcitatoryNeuronsMatureDG",-0.786158560743248,NA,NA,NA,"Decrease in PTZ"
"2065","Csgalnact1","ExcitatoryNeuronsMatureDG",-1.40642825457353,NA,NA,NA,"Decrease in PTZ"
"2066","Smoc2","ExcitatoryNeuronsMatureDG",-1.27098834010329,NA,NA,NA,"Decrease in PTZ"
"2067","Lin7a","ExcitatoryNeuronsMatureDG",1.25874215836971,1.2074742950593,NA,NA,"Increase in PTZ"
"2068","Ppp1r14c","ExcitatoryNeuronsMatureDG",1.0455768962918,0.632461123237821,NA,NA,"Increase in PTZ"
"2069","Dscaml1","ExcitatoryNeuronsMatureDG",0.568443886093214,NA,NA,NA,"Increase in PTZ"
"2070","6530403H02Rik","ExcitatoryNeuronsMatureDG",-1.00744322559103,NA,0.599742072513684,NA,"Increase then Baseline"
"2071","Atp6v0c","ExcitatoryNeuronsMatureDG",-0.595843141409137,NA,NA,NA,"Decrease in PTZ"
"2072","Thsd7a","ExcitatoryNeuronsMatureDG",-0.528738248215563,NA,0.443294168719121,NA,"Increase then Baseline"
"2073","Fth1","ExcitatoryNeuronsMatureDG",-0.851710383280895,NA,NA,NA,"Decrease in PTZ"
"2074","Fars2","ExcitatoryNeuronsMatureDG",-0.668125807993154,NA,0.442628229171609,NA,"Increase then Baseline"
"2075","Med12l","ExcitatoryNeuronsMatureDG",-0.605147577794061,NA,NA,NA,"Decrease in PTZ"
"2076","Ppp2r2b","ExcitatoryNeuronsMatureDG",0.753980294427343,-0.700079886683507,-0.871054130665195,0.583006050445656,"Decrease then Reversal"
"2077","Hs6st3","ExcitatoryNeuronsMatureDG",0.366012881808607,NA,-0.561698114969203,NA,"Decrease then Baseline"
"2078","Stxbp6","ExcitatoryNeuronsMatureDG",-0.675685092363953,NA,0.472620029165276,NA,"Increase then Baseline"
"2079","Gabrg3","ExcitatoryNeuronsMatureDG",0.61592956165869,NA,NA,NA,"Increase in PTZ"
"2080","Cdk14","ExcitatoryNeuronsMatureDG",-0.615787427069852,NA,0.614694905730752,NA,"Increase then Baseline"
"2081","Adgrb1","ExcitatoryNeuronsMatureDG",-0.830135537746387,NA,NA,NA,"Decrease in PTZ"
"2082","Ftx","ExcitatoryNeuronsMatureDG",-0.775201398168103,NA,NA,NA,"Decrease in PTZ"
"2083","Efr3a","ExcitatoryNeuronsMatureDG",-1.1870867700815,NA,NA,NA,"Decrease in PTZ"
"2084","Bach2","ExcitatoryNeuronsMatureDG",1.25279681684118,0.937683392105727,NA,NA,"Increase in PTZ"
"2085","Srsf1","ExcitatoryNeuronsMatureDG",-0.830479037420597,NA,NA,NA,"Decrease in PTZ"
"2086","Cpne4","ExcitatoryNeuronsMatureDG",-0.979474758722414,NA,NA,NA,"Decrease in PTZ"
"2087","L1cam","ExcitatoryNeuronsMatureDG",1.2481832280043,0.58986332431447,NA,NA,"Increase in PTZ"
"2088","Sptan1","ExcitatoryNeuronsMatureDG",0.467316110648689,NA,NA,0.442064270910417,"Late Upregulation"
"2089","Lmo3","ExcitatoryNeuronsMatureDG",-0.942412981244193,NA,NA,NA,"Decrease in PTZ"
"2090","Prickle1","ExcitatoryNeuronsMatureDG",-0.780849575232812,NA,NA,NA,"Decrease in PTZ"
"2091","Lrba","ExcitatoryNeuronsMatureDG",-0.66246055490084,NA,NA,NA,"Decrease in PTZ"
"2092","Sema4d","ExcitatoryNeuronsMatureDG",1.06276147891562,0.438684381680972,NA,NA,"Increase in PTZ"
"2093","C1ql3","ExcitatoryNeuronsMatureDG",0.718633086626915,0.356457992310842,NA,NA,"Increase in PTZ"
"2094","Eif2s3y","ExcitatoryNeuronsMatureDG",1.27202888470725,NA,NA,NA,"Increase in PTZ"
"2095","Cdk17","ExcitatoryNeuronsMatureDG",-0.68616798975269,NA,NA,NA,"Decrease in PTZ"
"2096","Ryr3","ExcitatoryNeuronsMatureDG",0.478099140353198,NA,NA,NA,"Increase in PTZ"
"2097","Kcnh7","ExcitatoryNeuronsMatureDG",0.354248937527676,NA,-0.559079215424528,NA,"Decrease then Baseline"
"2098","Kcnb2","ExcitatoryNeuronsMatureDG",0.385736354171585,NA,-0.369640630186789,NA,"Decrease then Baseline"
"2099","Epha4","ExcitatoryNeuronsMatureDG",0.468470879423815,0.4357590501398,NA,NA,"Increase in PTZ"
"2100","Slc4a4","ExcitatoryNeuronsMatureDG",-0.610034746749662,NA,NA,NA,"Decrease in PTZ"
"2101","Hcn1","ExcitatoryNeuronsMatureDG",0.55748337148866,-0.567245054836223,-0.648839529029317,0.475888897295565,"Decrease then Reversal"
"2102","Prkag2","ExcitatoryNeuronsMatureDG",-0.692495368240359,NA,NA,NA,"Decrease in PTZ"
"2103","Kcnj3","ExcitatoryNeuronsMatureDG",-0.429474301917648,NA,0.392841764008389,NA,"Increase then Baseline"
"2104","Slc35f3","ExcitatoryNeuronsMatureDG",-0.514480286784908,NA,NA,NA,"Decrease in PTZ"
"2105","Sema3e","ExcitatoryNeuronsMatureDG",0.852865721477327,0.653049338662585,NA,NA,"Increase in PTZ"
"2106","Tenm4","ExcitatoryNeuronsMatureDG",0.63662613667437,NA,-0.755072285020691,NA,"Decrease then Baseline"
"2107","Dlg1","ExcitatoryNeuronsMatureDG",-0.671878445616116,NA,NA,NA,"Decrease in PTZ"
"2108","Kif26b","ExcitatoryNeuronsMatureDG",0.835510635680512,0.441031264254186,NA,NA,"Increase in PTZ"
"2109","Dalrd3","ExcitatoryNeuronsMatureDG",1.1238099226695,NA,NA,NA,"Increase in PTZ"
"2110","Grm5","ExcitatoryNeuronsMatureDG",-0.253432088142752,NA,NA,NA,"Decrease in PTZ"
"2111","B830012L14Rik","ExcitatoryNeuronsMatureDG",0.712193002496031,NA,-0.576594156387141,NA,"Decrease then Baseline"
"2112","Khdrbs3","ExcitatoryNeuronsMatureDG",0.900865256501652,-1.09976765767997,-1.09227650574455,0.90835640843707,"Decrease then Reversal"
"2113","Cap2","ExcitatoryNeuronsMatureDG",-0.857605949507276,NA,NA,NA,"Decrease in PTZ"
"2114","Frmd3","ExcitatoryNeuronsMatureDG",1.32475242096804,0.840396384029219,NA,NA,"Increase in PTZ"
"2115","St3gal5","ExcitatoryNeuronsMatureDG",-0.996971043337651,NA,NA,NA,"Decrease in PTZ"
"2116","Cdh13","ExcitatoryNeuronsMatureDG",0.624715827306871,NA,NA,NA,"Increase in PTZ"
"2117","Klf8","ExcitatoryNeuronsMatureDG",1.31111658366114,0.686151327227163,NA,NA,"Increase in PTZ"
"2118","Rims1","ExcitatoryNeuronsMatureDG",-0.31687764942151,NA,NA,NA,"Decrease in PTZ"
"2119","Smpd3","ExcitatoryNeuronsMatureDG",1.35919835974804,0.556754431467957,NA,NA,"Increase in PTZ"
"2120","Tmem178b","ExcitatoryNeuronsMatureDG",0.497609201309721,-0.554818014603633,-0.83511923378021,NA,"Decrease then Baseline"
"2121","Babam2","ExcitatoryNeuronsMatureDG",-0.814979395813824,NA,NA,NA,"Decrease in PTZ"
"2122","Slc24a2","ExcitatoryNeuronsMatureDG",-0.481507637818339,NA,NA,NA,"Decrease in PTZ"
"2123","Brd9","ExcitatoryNeuronsMatureDG",1.12444796010399,NA,NA,NA,"Increase in PTZ"
"2124","Foxn3","ExcitatoryNeuronsMatureDG",0.812880629800257,0.597835570351597,NA,NA,"Increase in PTZ"
"2125","Tspan18","ExcitatoryNeuronsMatureDG",0.928598841048529,0.737940178956961,NA,NA,"Increase in PTZ"
"2126","Ccdc85a","ExcitatoryNeuronsMatureDG",-0.41039921526275,NA,NA,NA,"Decrease in PTZ"
"2127","Slc4a10","ExcitatoryNeuronsMatureDG",-0.408426571518564,-0.380600800092036,NA,NA,"Decrease in PTZ"
"2128","mt-Atp6","ExcitatoryNeuronsMatureDG",1.00036078104882,NA,NA,1.2509105838319,"Late Upregulation"
"2129","Malat1","ExcitatoryNeuronsMatureDG",0.225883743388442,-0.226373919873334,NA,0.483127612884926,"Late Upregulation"
"2130","Cacna1d","ExcitatoryNeuronsMatureDG",0.384224098020924,NA,NA,NA,"Increase in PTZ"
"2131","Mapk1","ExcitatoryNeuronsMatureDG",-0.626739263083502,NA,NA,NA,"Decrease in PTZ"
"2132","Dpp10","ExcitatoryNeuronsMatureDG",0.208528132750208,-0.728488234164814,-0.557902122978462,0.379114243936559,"Decrease then Reversal"
"2133","Mrtfa","ExcitatoryNeuronsMatureDG",-0.736437198723886,NA,0.708787130147343,-0.286277402436504,"Increase then Reversal"
"2134","Icam5","ExcitatoryNeuronsMatureDG",-0.553605691592817,NA,NA,NA,"Decrease in PTZ"
"2135","Rreb1","ExcitatoryNeuronsMatureDG",-0.944697755725116,NA,NA,NA,"Decrease in PTZ"
"2136","Nos1ap","ExcitatoryNeuronsMatureDG",-0.795941816117877,NA,NA,NA,"Decrease in PTZ"
"2137","Dapk1","ExcitatoryNeuronsMatureDG",-0.565804906246385,NA,NA,NA,"Decrease in PTZ"
"2138","Akt3","ExcitatoryNeuronsMatureDG",-0.28423034676219,-0.641934921733034,NA,NA,"Decrease in PTZ"
"2139","Gpr22","ExcitatoryNeuronsMatureDG",-0.968586733810658,NA,NA,NA,"Decrease in PTZ"
"2140","Nt5c2","ExcitatoryNeuronsMatureDG",-0.654231106309474,NA,0.485418606496772,-0.291912277351898,"Increase then Reversal"
"2141","Dnm1","ExcitatoryNeuronsMatureDG",-0.645537434116414,NA,NA,NA,"Decrease in PTZ"
"2142","Ptprz1","ExcitatoryNeuronsMatureDG",-0.715359813877918,NA,0.635657807581405,NA,"Increase then Baseline"
"2143","Map3k4","ExcitatoryNeuronsMatureDG",-0.811714579490411,NA,0.976104055847072,NA,"Increase then Baseline"
"2144","Aff3","ExcitatoryNeuronsMatureDG",0.648475550447661,NA,NA,NA,"Increase in PTZ"
"2145","Eif4a2","ExcitatoryNeuronsMatureDG",-0.676983019468899,NA,NA,NA,"Decrease in PTZ"
"2146","Ablim1","ExcitatoryNeuronsMatureDG",-0.680554175811825,NA,NA,NA,"Decrease in PTZ"
"2147","Plcb1","ExcitatoryNeuronsMatureDG",-0.418458853623563,NA,0.379283456662061,NA,"Increase then Baseline"
"2148","Kcnn2","ExcitatoryNeuronsMatureDG",0.828533797042008,NA,NA,NA,"Increase in PTZ"
"2149","mt-Nd1","ExcitatoryNeuronsMatureDG",0.918295638062834,NA,NA,1.34699687733689,"Late Upregulation"
"2150","Hsp90aa1","ExcitatoryNeuronsMatureDG",-0.577417938213959,-1.29603748004967,NA,NA,"Decrease in PTZ"
"2151","mt-Co2","ExcitatoryNeuronsMatureDG",0.750673139400041,-0.692972203733291,NA,1.37843510388009,"Late Upregulation"
"2152","Parp8","ExcitatoryNeuronsMatureDG",0.896727308039787,0.438116659766825,NA,NA,"Increase in PTZ"
"2153","Ywhah","ExcitatoryNeuronsMatureDG",-0.969803125319435,NA,NA,NA,"Decrease in PTZ"
"2154","Nrn1","ExcitatoryNeuronsMatureDG",-1.00022967271725,NA,NA,NA,"Decrease in PTZ"
"2155","Adamts18","ExcitatoryNeuronsMatureDG",0.995360803563696,0.664648280349707,NA,NA,"Increase in PTZ"
"2156","Pcdh20","ExcitatoryNeuronsMatureDG",-0.896536100948985,NA,NA,NA,"Decrease in PTZ"
"2157","Snx13","ExcitatoryNeuronsMatureDG",-0.784299298396404,NA,NA,-0.383783239709383,"Late Downregulation"
"2158","Kif1b","ExcitatoryNeuronsMatureDG",0.423558156276629,NA,-0.367869305488284,NA,"Decrease then Baseline"
"2159","C130073E24Rik","ExcitatoryNeuronsMatureDG",0.890463250170962,NA,NA,NA,"Increase in PTZ"
"2160","Ephb2","ExcitatoryNeuronsMatureDG",1.12915378511782,NA,NA,NA,"Increase in PTZ"
"2161","Robo2","ExcitatoryNeuronsMatureDG",-0.540970710415301,NA,0.463930653254157,NA,"Increase then Baseline"
"2162","Caln1","ExcitatoryNeuronsMatureDG",0.449926107366004,NA,NA,NA,"Increase in PTZ"
"2163","Fgf12","ExcitatoryNeuronsMatureDG",0.324839138323587,NA,NA,NA,"Increase in PTZ"
"2164","Capza2","ExcitatoryNeuronsMatureDG",-0.843910280773104,NA,NA,NA,"Decrease in PTZ"
"2165","Fgfr1","ExcitatoryNeuronsMatureDG",1.14038022463988,NA,NA,NA,"Increase in PTZ"
"2166","Eml6","ExcitatoryNeuronsMatureDG",0.436038687144645,NA,NA,NA,"Increase in PTZ"
"2167","Pfkp","ExcitatoryNeuronsMatureDG",1.1038176475162,NA,NA,NA,"Increase in PTZ"
"2168","Gapdh","ExcitatoryNeuronsMatureDG",-0.682605309222047,-1.46430769218638,NA,NA,"Decrease in PTZ"
"2169","Gabra4","ExcitatoryNeuronsMatureDG",-0.721423989621306,NA,0.507836619052968,NA,"Increase then Baseline"
"2170","Vps13b","ExcitatoryNeuronsMatureDG",-0.567142312772788,NA,NA,NA,"Decrease in PTZ"
"2171","Unc80","ExcitatoryNeuronsMatureDG",-0.444326928963498,NA,0.365857876967867,NA,"Increase then Baseline"
"2172","Nr3c2","ExcitatoryNeuronsMatureDG",0.335898682412958,NA,NA,NA,"Increase in PTZ"
"2173","Fgf13","ExcitatoryNeuronsMatureDG",0.7252301571751,NA,NA,NA,"Increase in PTZ"
"2174","Ubb","ExcitatoryNeuronsMatureDG",-0.79648664142421,-1.79843062245719,NA,NA,"Decrease in PTZ"
"2175","Cdkal1","ExcitatoryNeuronsMatureDG",-0.679678157205232,NA,NA,NA,"Decrease in PTZ"
"2176","Nkain3","ExcitatoryNeuronsMatureDG",0.324175470266804,0.281077506332717,NA,NA,"Increase in PTZ"
"2177","Cacna1b","ExcitatoryNeuronsMatureDG",0.597926809089743,NA,NA,NA,"Increase in PTZ"
"2178","Gm26871","ExcitatoryNeuronsMatureDG",0.304199724921125,0.210113504160665,NA,NA,"Increase in PTZ"
"2179","Rims2","ExcitatoryNeuronsMatureDG",-0.558584462012096,-0.694355285544946,NA,NA,"Decrease in PTZ"
"2180","Myo16","ExcitatoryNeuronsMatureDG",1.16231925708119,NA,NA,NA,"Increase in PTZ"
"2181","Kansl1","ExcitatoryNeuronsMatureDG",0.453164042296792,NA,NA,NA,"Increase in PTZ"
"2182","Elmo2","ExcitatoryNeuronsMatureDG",-0.888288641320671,NA,0.813647283474345,NA,"Increase then Baseline"
"2183","Vav3","ExcitatoryNeuronsMatureDG",-0.737737007050516,NA,NA,NA,"Decrease in PTZ"
"2184","Stk3","ExcitatoryNeuronsMatureDG",-0.831465802060325,NA,NA,NA,"Decrease in PTZ"
"2185","St6galnac5","ExcitatoryNeuronsMatureDG",0.427141301939948,NA,-0.435387708070773,NA,"Decrease then Baseline"
"2186","Bclaf1","ExcitatoryNeuronsMatureDG",-0.519628498763696,NA,NA,NA,"Decrease in PTZ"
"2187","Grm7","ExcitatoryNeuronsMatureDG",0.290291555778333,NA,NA,NA,"Increase in PTZ"
"2188","Mapt","ExcitatoryNeuronsMatureDG",0.605217678919453,NA,NA,NA,"Increase in PTZ"
"2189","Csrnp3","ExcitatoryNeuronsMatureDG",0.506231716275816,NA,NA,NA,"Increase in PTZ"
"2190","Abi1","ExcitatoryNeuronsMatureDG",-0.630147912265479,NA,NA,NA,"Decrease in PTZ"
"2191","Slc2a13","ExcitatoryNeuronsMatureDG",-0.488934031615919,NA,0.407481090368381,NA,"Increase then Baseline"
"2192","Neurod2","ExcitatoryNeuronsMatureDG",-0.952886211594883,NA,NA,NA,"Decrease in PTZ"
"2193","Scn3b","ExcitatoryNeuronsMatureDG",-0.725223507924592,NA,0.864553827549024,NA,"Increase then Baseline"
"2194","Atg10","ExcitatoryNeuronsMatureDG",-0.977139129721207,NA,1.54528811095819,NA,"Increase then Baseline"
"2195","Atp2a2","ExcitatoryNeuronsMatureDG",-0.499027781057718,NA,NA,NA,"Decrease in PTZ"
"2196","Fam126b","ExcitatoryNeuronsMatureDG",-0.836619326387543,NA,NA,NA,"Decrease in PTZ"
"2197","Nrcam","ExcitatoryNeuronsMatureDG",-0.384354458776512,NA,NA,NA,"Decrease in PTZ"
"2198","Grina","ExcitatoryNeuronsMatureDG",-0.657512150689761,NA,NA,NA,"Decrease in PTZ"
"2199","Tgfbr1","ExcitatoryNeuronsMatureDG",1.10803182892842,0.595749770233333,NA,NA,"Increase in PTZ"
"2200","Klf9","ExcitatoryNeuronsMatureDG",-0.879833888525242,NA,NA,NA,"Decrease in PTZ"
"2201","Rnf19a","ExcitatoryNeuronsMatureDG",-0.950927658415959,NA,NA,NA,"Decrease in PTZ"
"2202","Mast4","ExcitatoryNeuronsMatureDG",-0.680665064660118,NA,NA,NA,"Decrease in PTZ"
"2203","Adk","ExcitatoryNeuronsMatureDG",-0.64907868706676,NA,NA,NA,"Decrease in PTZ"
"2204","Pitpnc1","ExcitatoryNeuronsMatureDG",0.911284787855953,NA,NA,NA,"Increase in PTZ"
"2205","AI593442","ExcitatoryNeuronsMatureDG",-0.71631105754923,NA,NA,NA,"Decrease in PTZ"
"2206","Dpysl3","ExcitatoryNeuronsMatureDG",1.15137808729168,NA,NA,NA,"Increase in PTZ"
"2207","Dner","ExcitatoryNeuronsMatureDG",0.797517495817784,NA,NA,NA,"Increase in PTZ"
"2208","Pde10a","ExcitatoryNeuronsMatureDG",0.478630222171765,NA,NA,NA,"Increase in PTZ"
"2209","Gpr158","ExcitatoryNeuronsMatureDG",-0.600805041666658,NA,NA,NA,"Decrease in PTZ"
"2210","Mdh1","ExcitatoryNeuronsMatureDG",-0.800560589763233,NA,NA,NA,"Decrease in PTZ"
"2211","Mirg","ExcitatoryNeuronsMatureDG",1.10765759470378,NA,NA,NA,"Increase in PTZ"
"2212","Gnaq","ExcitatoryNeuronsMatureDG",0.367408762824221,NA,-0.490374346547967,NA,"Decrease then Baseline"
"2213","Sidt1","ExcitatoryNeuronsMatureDG",-0.528820159408122,NA,NA,NA,"Decrease in PTZ"
"2214","Syt7","ExcitatoryNeuronsMatureDG",-0.515391084047483,NA,NA,NA,"Decrease in PTZ"
"2215","Dpyd","ExcitatoryNeuronsMatureDG",-0.38722801553134,NA,NA,NA,"Decrease in PTZ"
"2216","Mpdz","ExcitatoryNeuronsMatureDG",-0.49078408660787,NA,NA,NA,"Decrease in PTZ"
"2217","4632427E13Rik","ExcitatoryNeuronsMatureDG",-0.545856325965686,0.414734159209157,0.694794010224359,NA,"Increase then Baseline"
"2218","A330023F24Rik","ExcitatoryNeuronsMatureDG",-0.487344860884558,NA,NA,NA,"Decrease in PTZ"
"2219","Apc","ExcitatoryNeuronsMatureDG",0.395529011221862,NA,NA,NA,"Increase in PTZ"
"2220","Phip","ExcitatoryNeuronsMatureDG",-0.529119382507463,NA,NA,NA,"Decrease in PTZ"
"2221","Prkd1","ExcitatoryNeuronsMatureDG",-0.50370882503217,NA,NA,NA,"Decrease in PTZ"
"2222","H3f3b","ExcitatoryNeuronsMatureDG",-0.635486511156138,-1.27626235115927,NA,NA,"Decrease in PTZ"
"2223","C130071C03Rik","ExcitatoryNeuronsMatureDG",0.427282555779574,NA,-0.460325899052304,NA,"Decrease then Baseline"
"2224","Camk4","ExcitatoryNeuronsMatureDG",0.817947533338531,0.472116105083635,NA,NA,"Increase in PTZ"
"2225","Fnip2","ExcitatoryNeuronsMatureDG",-1.07340506792556,NA,NA,NA,"Decrease in PTZ"
"2226","Gm3764","ExcitatoryNeuronsMatureDG",0.990805750536134,NA,NA,NA,"Increase in PTZ"
"2227","mt-Co3","ExcitatoryNeuronsMatureDG",0.711014171181808,-0.984349164497632,NA,1.46357329690429,"Late Upregulation"
"2228","Mtmr12","ExcitatoryNeuronsMatureDG",-0.655567656581265,NA,0.923072650699923,NA,"Increase then Baseline"
"2229","Lurap1l","ExcitatoryNeuronsMatureDG",-0.895195189052523,NA,1.25307527909549,NA,"Increase then Baseline"
"2230","Mtss1","ExcitatoryNeuronsMatureDG",0.921033993986343,0.753923720751086,NA,NA,"Increase in PTZ"
"2231","Csmd2","ExcitatoryNeuronsMatureDG",-0.563522930525606,NA,NA,NA,"Decrease in PTZ"
"2232","Zdhhc21","ExcitatoryNeuronsMatureDG",-0.651547329772153,NA,NA,NA,"Decrease in PTZ"
"2233","Rere","ExcitatoryNeuronsMatureDG",0.337864845625355,NA,NA,NA,"Increase in PTZ"
"2234","Naaladl2","ExcitatoryNeuronsMatureDG",-0.797210502701601,NA,NA,NA,"Decrease in PTZ"
"2235","Cog5","ExcitatoryNeuronsMatureDG",-0.531199914261206,NA,NA,NA,"Decrease in PTZ"
"2236","Rplp1","ExcitatoryNeuronsMatureDG",-0.469851961177814,NA,NA,NA,"Decrease in PTZ"
"2237","Kpna1","ExcitatoryNeuronsMatureDG",-0.734435829180895,NA,NA,NA,"Decrease in PTZ"
"2238","Adgrb2","ExcitatoryNeuronsMatureDG",-0.479938877821378,NA,NA,NA,"Decrease in PTZ"
"2239","Anks1b","ExcitatoryNeuronsMatureDG",0.207810652392663,NA,NA,NA,"Increase in PTZ"
"2240","Ppp1r16b","ExcitatoryNeuronsMatureDG",-0.601965408902012,NA,NA,NA,"Decrease in PTZ"
"2241","Sez6l2","ExcitatoryNeuronsMatureDG",-0.586578303764637,NA,NA,NA,"Decrease in PTZ"
"2242","Plekha5","ExcitatoryNeuronsMatureDG",-0.463420279399947,NA,NA,NA,"Decrease in PTZ"
"2243","Aplp1","ExcitatoryNeuronsMatureDG",-0.379748409768392,-0.744461326220517,NA,NA,"Decrease in PTZ"
"2244","Prkcb","ExcitatoryNeuronsMatureDG",0.602807900677307,NA,NA,NA,"Increase in PTZ"
"2245","Irs1","ExcitatoryNeuronsMatureDG",0.975894033027223,0.704371251416783,NA,NA,"Increase in PTZ"
"2246","Ppm1e","ExcitatoryNeuronsMatureDG",-0.302715497396774,NA,NA,NA,"Decrease in PTZ"
"2247","Cntn5","ExcitatoryNeuronsMatureDG",0.288262324073898,0.368846444729202,NA,NA,"Increase in PTZ"
"2248","Mast3","ExcitatoryNeuronsMatureDG",-0.481661831889656,NA,NA,NA,"Decrease in PTZ"
"2249","Gria3","ExcitatoryNeuronsMatureDG",-0.402052994723832,NA,NA,NA,"Decrease in PTZ"
"2250","Dock4","ExcitatoryNeuronsMatureDG",-0.267298542116414,NA,NA,NA,"Decrease in PTZ"
"2251","Smarca2","ExcitatoryNeuronsMatureDG",-0.787287381284167,NA,NA,NA,"Decrease in PTZ"
"2252","Rapgefl1","ExcitatoryNeuronsMatureDG",0.654563737729759,NA,NA,NA,"Increase in PTZ"
"2253","Supt6","ExcitatoryNeuronsMatureDG",-0.577414502426158,NA,NA,NA,"Decrease in PTZ"
"2254","Snrnp70","ExcitatoryNeuronsMatureDG",0.453651386137647,NA,-0.514149943556542,0.407673781650281,"Decrease then Reversal"
"2255","Cul3","ExcitatoryNeuronsMatureDG",-0.59615050754866,NA,NA,NA,"Decrease in PTZ"
"2256","Clcn5","ExcitatoryNeuronsMatureDG",0.910419435546347,0.688193778329181,NA,NA,"Increase in PTZ"
"2257","Cyp7b1","ExcitatoryNeuronsMatureDG",-0.474142343134086,NA,NA,NA,"Decrease in PTZ"
"2258","Tbc1d5","ExcitatoryNeuronsMatureDG",-0.57546225438322,NA,NA,NA,"Decrease in PTZ"
"2259","Fau","ExcitatoryNeuronsMatureDG",-0.695992331787803,NA,NA,NA,"Decrease in PTZ"
"2260","Fat3","ExcitatoryNeuronsMatureDG",-0.599960510021083,NA,NA,NA,"Decrease in PTZ"
"2261","Stag1","ExcitatoryNeuronsMatureDG",-0.386699554744088,NA,NA,NA,"Decrease in PTZ"
"2262","Impact","ExcitatoryNeuronsMatureDG",-0.793723392626813,NA,NA,NA,"Decrease in PTZ"
"2263","Atp1a1","ExcitatoryNeuronsMatureDG",-0.440236288213528,NA,NA,NA,"Decrease in PTZ"
"2264","Hnrnpu","ExcitatoryNeuronsMatureDG",-0.416246042138513,NA,NA,NA,"Decrease in PTZ"
"2265","Nmt1","ExcitatoryNeuronsMatureDG",-0.556010385017296,NA,NA,NA,"Decrease in PTZ"
"2266","Mef2c","ExcitatoryNeuronsMatureDG",0.632529004575482,NA,NA,NA,"Increase in PTZ"
"2267","Fbxw7","ExcitatoryNeuronsMatureDG",-0.468332782805691,NA,NA,NA,"Decrease in PTZ"
"2268","Bbx","ExcitatoryNeuronsMatureDG",-0.854318563394434,NA,NA,NA,"Decrease in PTZ"
"2269","Kdm7a","ExcitatoryNeuronsMatureDG",-0.840432143216335,NA,NA,NA,"Decrease in PTZ"
"2270","Klhl7","ExcitatoryNeuronsMatureDG",-0.578271198149367,NA,NA,NA,"Decrease in PTZ"
"2271","Cnih3","ExcitatoryNeuronsMatureDG",-0.835426242099394,NA,0.993792946212162,NA,"Increase then Baseline"
"2272","Plcl1","ExcitatoryNeuronsMatureDG",-0.340138068306731,NA,NA,NA,"Decrease in PTZ"
"2273","Phactr1","ExcitatoryNeuronsMatureDG",0.352015321152173,NA,NA,NA,"Increase in PTZ"
"2274","Lcorl","ExcitatoryNeuronsMatureDG",0.469823961471816,0.402417393096521,NA,-0.344642436058759,"Late Downregulation"
"2275","Atp1a3","ExcitatoryNeuronsMatureDG",-0.334197517497488,-0.821299916563962,NA,NA,"Decrease in PTZ"
"2276","Akap13","ExcitatoryNeuronsMatureDG",0.864721290478916,0.771827329519453,NA,NA,"Increase in PTZ"
"2277","Psmd14","ExcitatoryNeuronsMatureDG",-0.526842606786981,NA,NA,NA,"Decrease in PTZ"
"2278","Fgf14","ExcitatoryNeuronsMatureDG",-0.167934274943984,NA,NA,NA,"Decrease in PTZ"
"2279","B230209E15Rik","ExcitatoryNeuronsMatureDG",-0.466197152555689,NA,NA,NA,"Decrease in PTZ"
"2280","Gm10649","ExcitatoryNeuronsMatureDG",-0.480950121305155,NA,NA,NA,"Decrease in PTZ"
"2281","Dpp6","ExcitatoryNeuronsMatureDG",0.271490689358765,NA,-0.315765482907731,NA,"Decrease then Baseline"
"2282","Magi2","ExcitatoryNeuronsMatureDG",-0.218455186378502,NA,NA,NA,"Decrease in PTZ"
"2283","Commd10","ExcitatoryNeuronsMatureDG",-0.639559904809302,NA,NA,NA,"Decrease in PTZ"
"2284","Abhd12","ExcitatoryNeuronsMatureDG",-0.65883178732567,NA,NA,NA,"Decrease in PTZ"
"2285","Parp1","ExcitatoryNeuronsMatureDG",-0.711298154896874,NA,NA,NA,"Decrease in PTZ"
