condition,gene,go_term_count
L56ExcitatoryNeurons_PTZvsSAL_1hr,Agbl4,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Ank3,3
L56ExcitatoryNeurons_PTZvsSAL_1hr,Asap1,3
L56ExcitatoryNeurons_PTZvsSAL_1hr,Auts2,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Brinp1,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Cacna1b,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Cacna1c,6
L56ExcitatoryNeurons_PTZvsSAL_1hr,Cacna1d,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Cacnb4,6
L56ExcitatoryNeurons_PTZvsSAL_1hr,Cadm1,4
L56ExcitatoryNeurons_PTZvsSAL_1hr,Camk2a,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Cdh2,7
L56ExcitatoryNeurons_PTZvsSAL_1hr,Celf4,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Chl1,4
L56ExcitatoryNeurons_PTZvsSAL_1hr,Chn1,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Cnksr2,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Ctnna2,3
L56ExcitatoryNeurons_PTZvsSAL_1hr,Ctnnd2,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Dab1,10
L56ExcitatoryNeurons_PTZvsSAL_1hr,Dlg2,6
L56ExcitatoryNeurons_PTZvsSAL_1hr,Dpysl3,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Dpysl5,3
L56ExcitatoryNeurons_PTZvsSAL_1hr,Etv5,5
L56ExcitatoryNeurons_PTZvsSAL_1hr,Fmn1,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Fnbp1l,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Gap43,3
L56ExcitatoryNeurons_PTZvsSAL_1hr,Gpr158,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Grin2b,5
L56ExcitatoryNeurons_PTZvsSAL_1hr,Grip1,3
L56ExcitatoryNeurons_PTZvsSAL_1hr,Homer1,6
L56ExcitatoryNeurons_PTZvsSAL_1hr,Icam5,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Igsf9b,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Impact,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Itm2c,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Kcnb1,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Kcnk10,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Macf1,4
L56ExcitatoryNeurons_PTZvsSAL_1hr,Map2,7
L56ExcitatoryNeurons_PTZvsSAL_1hr,Mapk10,3
L56ExcitatoryNeurons_PTZvsSAL_1hr,Mapt,13
L56ExcitatoryNeurons_PTZvsSAL_1hr,Myrip,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Nbea,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Ncam1,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Nfib,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Ngef,5
L56ExcitatoryNeurons_PTZvsSAL_1hr,Nin,4
L56ExcitatoryNeurons_PTZvsSAL_1hr,Nos1ap,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Nptx1,6
L56ExcitatoryNeurons_PTZvsSAL_1hr,Nrxn3,6
L56ExcitatoryNeurons_PTZvsSAL_1hr,Ntrk3,10
L56ExcitatoryNeurons_PTZvsSAL_1hr,Oxr1,5
L56ExcitatoryNeurons_PTZvsSAL_1hr,Pex5l,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Ptk2,7
L56ExcitatoryNeurons_PTZvsSAL_1hr,Ptprg,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Ptprs,11
L56ExcitatoryNeurons_PTZvsSAL_1hr,Rcan2,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Rgs7bp,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Rheb,4
L56ExcitatoryNeurons_PTZvsSAL_1hr,Rph3a,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Scn1a,6
L56ExcitatoryNeurons_PTZvsSAL_1hr,Scn8a,6
L56ExcitatoryNeurons_PTZvsSAL_1hr,Sema6a,6
L56ExcitatoryNeurons_PTZvsSAL_1hr,Sema6d,6
L56ExcitatoryNeurons_PTZvsSAL_1hr,Slc1a2,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Sorl1,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Stmn1,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Stmn2,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Sybu,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Tanc2,4
L56ExcitatoryNeurons_PTZvsSAL_1hr,Tiam2,3
L56ExcitatoryNeurons_PTZvsSAL_1hr,Tmem108,6
L56ExcitatoryNeurons_PTZvsSAL_1hr,Tuba1a,6
L56ExcitatoryNeurons_PTZvsSAL_1hr,Tubb2b,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Tubb3,1
L56ExcitatoryNeurons_PTZvsSAL_1hr,Tubb5,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Ubb,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Zeb2,4
L56ExcitatoryNeurons_PTZvsSAL_24hr,Ank3,2
L56ExcitatoryNeurons_PTZvsSAL_24hr,Mef2c,3
L56ExcitatoryNeurons_PTZvsSAL_24hr,Nlgn1,3
L56ExcitatoryNeurons_PTZvsSAL_24hr,Syt6,3
L56ExcitatoryNeurons_PTZvsSAL_24hr,Tuba1a,3
MGE_24hrvs1hr_PTZ,Gphn,1
MGE_24hrvs1hr_PTZ,Homer1,1
MGE_24hrvs1hr_PTZ,Hsp90aa1,2
MGE_24hrvs1hr_PTZ,Mapt,3
MGE_24hrvs1hr_PTZ,Nbea,1
MGE_24hrvs1hr_PTZ,Rims2,2
MGE_24hrvs1hr_PTZ,Rufy3,2
MGE_24hrvs1hr_PTZ,Snap25,1
MGE_24hrvs1hr_PTZ,Syt4,2
MGE_24hrvs1hr_PTZ,Ttc3,2
MGE_24hrvs1hr_PTZ,Zeb2,2
MGE_24hrvs1hr_SAL,Atp1b1,2
MGE_24hrvs1hr_SAL,Cacng2,2
MGE_24hrvs1hr_SAL,Cacng3,2
MGE_24hrvs1hr_SAL,Calm1,2
MGE_24hrvs1hr_SAL,Cfl1,2
MGE_24hrvs1hr_SAL,Dnm2,2
MGE_24hrvs1hr_SAL,Ndufa4,2
MGE_24hrvs1hr_SAL,Trpc6,2
MGE_PTZvsSAL_1hr,Celf2,2
MGE_PTZvsSAL_1hr,Celf4,2
MGE_PTZvsSAL_1hr,Cpeb1,1
MGE_PTZvsSAL_1hr,Cpeb3,1
MGE_PTZvsSAL_1hr,Cpeb4,1
MGE_PTZvsSAL_1hr,Ddx5,2
MGE_PTZvsSAL_1hr,Impact,1
MGE_PTZvsSAL_1hr,Mbnl2,2
MGE_PTZvsSAL_1hr,Pabpn1,1
MGE_PTZvsSAL_1hr,Snrnp70,2
MGE_PTZvsSAL_1hr,Son,2
NdnfRelnInhibitoryInterneurons_24hrvs1hr_PTZ,Cwc22,5
NdnfRelnInhibitoryInterneurons_24hrvs1hr_PTZ,Snrnp70,7
NdnfRelnInhibitoryInterneurons_24hrvs1hr_SAL,Atp1b1,4
NdnfRelnInhibitoryInterneurons_24hrvs1hr_SAL,Cacna1e,8
NdnfRelnInhibitoryInterneurons_24hrvs1hr_SAL,Csmd1,5
NdnfRelnInhibitoryInterneurons_24hrvs1hr_SAL,Grin2a,12
NdnfRelnInhibitoryInterneurons_24hrvs1hr_SAL,Grm5,8
NdnfRelnInhibitoryInterneurons_24hrvs1hr_SAL,Nr3c2,4
NdnfRelnInhibitoryInterneurons_24hrvs1hr_SAL,Tuba1a,8
OPCs_24hrvs1hr_PTZ,Gpc5,2
OPCs_24hrvs1hr_PTZ,Kank1,2
OPCs_24hrvs1hr_PTZ,Sulf2,2
OPCs_24hrvs1hr_PTZ,Zeb2,2
OPCs_24hrvs1hr_SAL,Apc,1
OPCs_24hrvs1hr_SAL,Atp1b1,6
OPCs_24hrvs1hr_SAL,Cacna1b,1
OPCs_24hrvs1hr_SAL,Cacna2d1,7
OPCs_24hrvs1hr_SAL,Cacnb2,6
OPCs_24hrvs1hr_SAL,Cdh11,4
OPCs_24hrvs1hr_SAL,Cdh12,3
OPCs_24hrvs1hr_SAL,Cdh8,5
OPCs_24hrvs1hr_SAL,Celf4,2
OPCs_24hrvs1hr_SAL,Chrm3,3
OPCs_24hrvs1hr_SAL,Clstn2,5
OPCs_24hrvs1hr_SAL,Cntn5,7
OPCs_24hrvs1hr_SAL,Epha3,6
OPCs_24hrvs1hr_SAL,Epha6,3
OPCs_24hrvs1hr_SAL,Epha7,9
OPCs_24hrvs1hr_SAL,Foxp1,6
OPCs_24hrvs1hr_SAL,Frmpd4,2
OPCs_24hrvs1hr_SAL,Gabra2,3
OPCs_24hrvs1hr_SAL,Gabrg3,2
OPCs_24hrvs1hr_SAL,Grin2a,7
OPCs_24hrvs1hr_SAL,Grin2b,5
OPCs_24hrvs1hr_SAL,Hcn1,7
OPCs_24hrvs1hr_SAL,Hecw1,4
OPCs_24hrvs1hr_SAL,Hsp90ab1,4
OPCs_24hrvs1hr_SAL,Kcnh7,4
OPCs_24hrvs1hr_SAL,Kcnn2,4
OPCs_24hrvs1hr_SAL,Lingo2,3
OPCs_24hrvs1hr_SAL,Malat1,2
OPCs_24hrvs1hr_SAL,Map1b,4
OPCs_24hrvs1hr_SAL,Nedd4l,11
OPCs_24hrvs1hr_SAL,Nr3c2,6
OPCs_24hrvs1hr_SAL,Nrcam,11
OPCs_24hrvs1hr_SAL,Nrp1,9
OPCs_24hrvs1hr_SAL,Plxna4,6
OPCs_24hrvs1hr_SAL,Ptprs,8
OPCs_24hrvs1hr_SAL,Robo2,7
OPCs_24hrvs1hr_SAL,Slit3,6
OPCs_24hrvs1hr_SAL,Syt1,3
OPCs_24hrvs1hr_SAL,Tenm4,1
OPCs_24hrvs1hr_SAL,Tuba1a,2
OPCs_24hrvs1hr_SAL,Unc5d,4
OPCs_PTZvsSAL_1hr,Cwc22,5
OPCs_PTZvsSAL_1hr,Malat1,8
