condition,gene,go_term_count
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Dock10,2
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Dpp10,4
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Dpp6,6
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Frrs1l,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Gabra4,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Glrb,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Gnaq,4
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Grin2a,12
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Grip1,8
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Hcn1,7
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Hecw1,7
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Herc1,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Il1rap,6
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Itga8,2
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Kcnb2,2
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Kcnh7,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Kcnip4,4
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Kcnj3,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Kcnq5,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Kif1b,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Lrrtm4,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Mrtfa,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Mrtfb,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Ncam1,4
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Negr1,2
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Nptx1,6
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Nrg1,7
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Nrxn1,14
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Ntng1,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Pcdh15,2
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Pde4d,8
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Pde8b,2
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Plcb1,9
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Ppfia2,2
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Prex2,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Prkg1,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Ptprs,9
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Ptprz1,4
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Rasgrf1,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Robo1,6
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Robo2,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Rtl4,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Scn3b,9
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Slc8a1,4
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Slit1,2
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Slit3,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Sorl1,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Tanc1,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Tenm3,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Tenm4,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Trpc4,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Trpc6,6
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Tuba1a,4
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Zswim6,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Cdc73,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Cwc22,5
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Ddx5,8
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Hspa8,8
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Khdrbs3,8
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Malat1,8
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Pabpc1,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Prpf4b,5
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Pum2,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Safb,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Snrnp70,8
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Son,8
ExcitatoryNeuronsMatureDG_PTZvsSAL_24hr,Srrm2,5
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Ahi1,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Ank2,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Asic2,8
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Atp1b1,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Auts2,5
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Bcl11a,9
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Cacna1a,7
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Cacna1d,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Camk2d,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Cck,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Cdh13,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Cdh9,2
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Cnksr2,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Cntnap2,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Cobl,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Ctnna2,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Cttn,7
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Cx3cl1,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Dab1,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Dcc,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Dclk1,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Dlg1,5
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Dlgap1,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Dmd,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Dnm2,10
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Dpysl3,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Dpysl5,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Dvl1,12
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Dync1i2,2
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Efna5,12
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Epha3,7
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Epha6,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Epha7,14
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Ephb2,15
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Fgf13,12
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Fhl1,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Fmn1,2
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Fn1,8
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Foxp1,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Frmpd4,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Fut9,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Gap43,6
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Gpr158,2
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Grin2b,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Grip1,5
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Hecw2,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Homer1,7
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Il1rapl2,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Itm2c,2
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Kalrn,8
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Kif5a,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Kif5c,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,L1cam,9
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Lgi1,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Lhx2,6
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Lrfn2,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Lrp8,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Lrrc4c,2
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Lrrk2,5
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Macf1,8
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Malat1,2
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Map1b,7
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Map4k4,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Mapk10,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Mark2,6
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Met,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Myo5a,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Nectin1,7
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Neto1,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Neto2,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Nrn1,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Nrxn1,11
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Nrxn3,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Ntng2,6
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Ntrk2,7
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Numb,7
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Pard3,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Pde4d,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Plcb1,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Prnp,7
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Prrt1,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Ptk2b,9
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Ptprg,2
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Ptpro,6
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Ptprs,13
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Rala,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Rasal1,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Rims2,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Rit2,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Robo1,12
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Rufy3,9
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Sema6a,10
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Sema6d,10
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Shank2,5
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Slit1,10
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Snap25,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Sorbs1,2
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Stmn2,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Taco1,3
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Tmem108,4
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Tox,1
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Trim46,8
L23ExcitatoryNeurons_24hrvs1hr_PTZ,Ulk2,8
L23ExcitatoryNeurons_24hrvs1hr_SAL,Actb,3
L23ExcitatoryNeurons_24hrvs1hr_SAL,Actg1,1
L23ExcitatoryNeurons_24hrvs1hr_SAL,Akt3,1
L23ExcitatoryNeurons_24hrvs1hr_SAL,Aplp1,1
L23ExcitatoryNeurons_24hrvs1hr_SAL,Asic2,7
L23ExcitatoryNeurons_24hrvs1hr_SAL,Atp1b1,7
L23ExcitatoryNeurons_24hrvs1hr_SAL,Calm1,7
L23ExcitatoryNeurons_24hrvs1hr_SAL,Calm3,7
L23ExcitatoryNeurons_24hrvs1hr_SAL,Camk2d,2
L23ExcitatoryNeurons_24hrvs1hr_SAL,Cfl1,7
L23ExcitatoryNeurons_24hrvs1hr_SAL,Dpp6,3
L23ExcitatoryNeurons_24hrvs1hr_SAL,Hsp90aa1,1
L23ExcitatoryNeurons_24hrvs1hr_SAL,Hsp90ab1,1
L23ExcitatoryNeurons_24hrvs1hr_SAL,Lgi1,1
L23ExcitatoryNeurons_24hrvs1hr_SAL,Lhx2,1
L23ExcitatoryNeurons_24hrvs1hr_SAL,Ndufa4,7
L23ExcitatoryNeurons_24hrvs1hr_SAL,Slc25a4,3
L23ExcitatoryNeurons_24hrvs1hr_SAL,Slit3,1
L23ExcitatoryNeurons_24hrvs1hr_SAL,Tcaf1,7
L23ExcitatoryNeurons_24hrvs1hr_SAL,Tubb2b,1
L23ExcitatoryNeurons_24hrvs1hr_SAL,Uchl1,1
L23ExcitatoryNeurons_24hrvs1hr_SAL,Unc5c,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Actb,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Actg1,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Adcy8,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Agrn,10
L23ExcitatoryNeurons_PTZvsSAL_1hr,Akap9,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ank2,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ank3,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Apc,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Arhgef28,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Arid1b,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Asap1,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Astn2,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Atxn1,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Auts2,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Brinp1,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Bsn,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cacna1c,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cacna1d,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cacna1h,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cacnb4,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cadm1,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Camk1d,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ccdc88a,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cck,6
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cdh13,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cdh2,6
L23ExcitatoryNeurons_PTZvsSAL_1hr,Celf4,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Chl1,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cit,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cnksr2,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cntn1,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cobl,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cpeb3,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Crmp1,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ctnna2,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ctnnd2,6
L23ExcitatoryNeurons_PTZvsSAL_1hr,Cyfip2,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Dab1,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Dcc,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Dclk1,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Dctn1,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Dleu2,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Dlg1,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Dpp6,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Dpysl3,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Dpysl5,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Dscam,6
L23ExcitatoryNeurons_PTZvsSAL_1hr,Dync1i2,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Efna5,9
L23ExcitatoryNeurons_PTZvsSAL_1hr,Epha3,7
L23ExcitatoryNeurons_PTZvsSAL_1hr,Epha4,11
L23ExcitatoryNeurons_PTZvsSAL_1hr,Epha6,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ext1,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Fgf13,12
L23ExcitatoryNeurons_PTZvsSAL_1hr,Flna,6
L23ExcitatoryNeurons_PTZvsSAL_1hr,Flrt2,8
L23ExcitatoryNeurons_PTZvsSAL_1hr,Fmn1,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Frmpd4,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Fut9,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Gabra4,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Gabrb3,6
L23ExcitatoryNeurons_PTZvsSAL_1hr,Gap43,6
L23ExcitatoryNeurons_PTZvsSAL_1hr,Gnaq,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Gpr158,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Gria1,8
L23ExcitatoryNeurons_PTZvsSAL_1hr,Grik2,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Grin2a,7
L23ExcitatoryNeurons_PTZvsSAL_1hr,Grin2b,10
L23ExcitatoryNeurons_PTZvsSAL_1hr,Grip1,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Gsk3b,13
L23ExcitatoryNeurons_PTZvsSAL_1hr,Hecw2,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Hnrnpa1,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Homer1,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Igsf9b,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Il1rap,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Itpr1,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Jph4,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Kalrn,11
L23ExcitatoryNeurons_PTZvsSAL_1hr,Kcnd2,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Kcnh1,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Kcnh5,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Kcnh7,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Kcnma1,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Kidins220,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Kirrel3,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,L1cam,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Large1,7
L23ExcitatoryNeurons_PTZvsSAL_1hr,Limch1,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Lrfn2,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Lrrc4c,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Lrrk2,7
L23ExcitatoryNeurons_PTZvsSAL_1hr,Lrrtm4,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Macf1,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Malat1,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Map1b,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Map2,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Map4k4,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Mapt,11
L23ExcitatoryNeurons_PTZvsSAL_1hr,Marcks,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Mrtfa,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Mycbp2,7
L23ExcitatoryNeurons_PTZvsSAL_1hr,Nav1,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ncam1,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Neo1,6
L23ExcitatoryNeurons_PTZvsSAL_1hr,Nexmif,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Nfib,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Nrcam,8
L23ExcitatoryNeurons_PTZvsSAL_1hr,Nrp2,8
L23ExcitatoryNeurons_PTZvsSAL_1hr,Nrxn1,10
L23ExcitatoryNeurons_PTZvsSAL_1hr,Nrxn2,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ntrk2,14
L23ExcitatoryNeurons_PTZvsSAL_1hr,Numb,8
L23ExcitatoryNeurons_PTZvsSAL_1hr,Pde4d,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Pde8b,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Phactr1,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Plcb1,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Plk2,6
L23ExcitatoryNeurons_PTZvsSAL_1hr,Prickle1,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Prkcg,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Pten,15
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ptn,10
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ptprg,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ptprj,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ptprs,10
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ptprz1,8
L23ExcitatoryNeurons_PTZvsSAL_1hr,Raph1,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Rasgrf1,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Rere,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Rgs7bp,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Rims2,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Robo1,10
L23ExcitatoryNeurons_PTZvsSAL_1hr,Rock2,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Rufy3,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ryr2,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Satb2,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Scn3a,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Sema6a,7
L23ExcitatoryNeurons_PTZvsSAL_1hr,Sema6d,6
L23ExcitatoryNeurons_PTZvsSAL_1hr,Sez6,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Shisa6,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Shisa9,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Slc24a2,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Slc4a10,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Slc8a1,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Slit3,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Snap25,4
L23ExcitatoryNeurons_PTZvsSAL_1hr,Sorcs2,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Srgap2,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Stmn1,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Stmn2,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Sybu,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Syt1,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Tafa2,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Tenm1,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Thra,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Tnik,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Tox,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Tshz3,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Tuba1a,6
L23ExcitatoryNeurons_PTZvsSAL_1hr,Tubb2b,5
L23ExcitatoryNeurons_PTZvsSAL_1hr,Tubb3,3
L23ExcitatoryNeurons_PTZvsSAL_1hr,Tubb5,2
L23ExcitatoryNeurons_PTZvsSAL_1hr,Ubb,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Unc13c,1
L23ExcitatoryNeurons_PTZvsSAL_1hr,Vcl,3
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Actg1,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Alcam,2
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Ank3,2
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Apba1,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Asap1,6
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Bcl11a,2
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Cacna1a,6
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Cacna1b,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Cacna2d1,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Cadm2,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Calm3,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Camta1,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Cask,8
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Cdh8,4
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Cfl1,8
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Clstn2,6
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Csmd1,6
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Csmd3,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Ctnna2,6
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Cxadr,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Ephb2,14
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Ext1,2
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Gphn,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Grik2,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Grin2a,10
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Grm5,7
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Hsp90aa1,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Hspa8,4
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Itga8,3
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Kalrn,14
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Kirrel3,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Lrfn5,3
