"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","log_p_adj","GeneRatio_numeric","BgRatio_numeric","Fold_enrichment","score","cell_type","comparison"
"GO:0014069","GO:0014069","postsynaptic density","30/533","377/17673",1.42804868712356e-06,0.000731160927807265,5.22023539216461e-05,"Gapdh/Hspa8/Ptprt/Grin2d/Neto1/Eif4g2/Tmem108/Adgrb1/Clstn2/Gria1/Prrt1/Dnajc6/Psd/Rps3/Chrm3/Syn3/Epb41l3/Grin3a/Cdkl5/Mapt/Syp/Eif3a/Rpl38/Dlg4/Stx1a/Cpeb1/Rpl5/Tiam1/Usp50/Grid2",30,3.13598702472921,0.0562851782363977,0.0213319753295988,2.63853568958052,8.27441368680947,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0032279","GO:0032279","asymmetric synapse","31/533","400/17673",1.66655171949555e-06,0.000853274480381722,5.55181132863858e-05,"Gapdh/Hspa8/Ptprt/Grin2d/Neto1/Eif4g2/Tmem108/Adgrb1/Clstn2/Gria1/Prrt1/Dnajc6/Psd/Rps3/Chrm3/Syn3/Epb41l3/Grin3a/Cdkl5/Mapt/Syp/Ywhah/Eif3a/Rpl38/Dlg4/Stx1a/Cpeb1/Rpl5/Tiam1/Usp50/Grid2",31,3.06891124299402,0.0581613508442777,0.0226333955751712,2.5697138836773,7.8862238288951,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0008021","GO:0008021","synaptic vesicle","23/533","247/17673",1.79489188242635e-06,0.00091898464380229,5.55181132863858e-05,"Hspa8/Calm3/Calm1/Cltc/Atp6v0c/Gria1/Rab3a/Prrt1/Unc13c/Atp6v1a/Syn3/Vamp2/Syp/Syngr3/Bdnf/Atp8a1/Dlg4/Stx1a/Atp6ap2/Slc17a6/Snap25/Dnm1/Ppt1",23,3.03669174559718,0.0431519699812383,0.0139761217676682,3.08754965780739,9.3759365599851,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:1902495","GO:1902495","transmembrane transporter complex","28/533","351/17673",3.05519765380271e-06,0.00156426119874699,8.77507897558371e-05,"Atp6v0b/Calm3/Kcnc2/Calm1/Ndufa4/Grin2d/Cacna2d3/Atp6v0c/Dpp6/Kcnh1/Gria1/Kcnip2/Ttyh1/Trpc5/Atp6v1a/Grin3a/Uqcrc2/Atp1b1/Dlg4/Micu1/Ryr3/Slc17a6/Kcng3/Snap25/Pex5l/Grid2/Glrb/Atp1a3",28,2.80569072716929,0.0525328330206379,0.0198608046172127,2.64505059251776,7.42119392032072,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0030658","GO:0030658","transport vesicle membrane","19/533","185/17673",3.39362030834393e-06,0.00173753359787209,8.9783017877639e-05,"Calm3/Calm1/Cltc/Atp6v0c/Gria1/Rab3a/Prrt1/Unc13c/Atp6v1a/Syn3/Vamp2/Syp/Sec23a/Syngr3/Atp8a1/Stx1a/Atp6ap2/Slc17a6/Synrg",19,2.76006678890799,0.0356472795497186,0.0104679454535167,3.40537498098474,9.39906238879415,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:1990351","GO:1990351","transporter complex","29/533","374/17673",3.57251798884846e-06,0.00182912921029041,8.9783017877639e-05,"Atp6v0b/Calm3/Kcnc2/Calm1/Ndufa4/Grin2d/Cacna2d3/Atp6v0c/Dpp6/Kcnh1/Gria1/Kcnip2/Ttyh1/Trpc5/Atp6v1a/Grin3a/Uqcrc2/Atp1b1/Atp8a1/Dlg4/Micu1/Ryr3/Slc17a6/Kcng3/Snap25/Pex5l/Grid2/Glrb/Atp1a3",29,2.73775561473458,0.0544090056285178,0.021162224862785,2.57104373388448,7.0388894181704,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0044306","GO:0044306","neuron projection terminus","20/533","209/17673",5.58058260029749e-06,0.00285725829135231,0.000131998919709823,"Actb/Actg1/Hspa8/Kcnc2/Uchl1/Marcks/Rab3a/Unc13c/Cdh8/Chrm3/Vamp2/Syp/Slc1a2/Hnrnpk/Bdnf/Ophn1/Atcay/Dlg4/Prkcb/Atp1a3",20,2.54405049835065,0.0375234521575985,0.0118259491880269,3.17297593292459,8.07221100341142,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0070382","GO:0070382","exocytic vesicle","23/533","267/17673",6.66782168020766e-06,0.00341392470026632,0.000148953677300545,"Hspa8/Calm3/Calm1/Cltc/Atp6v0c/Gria1/Rab3a/Prrt1/Unc13c/Atp6v1a/Syn3/Vamp2/Syp/Syngr3/Bdnf/Atp8a1/Dlg4/Stx1a/Atp6ap2/Slc17a6/Snap25/Dnm1/Ppt1",23,2.46674606219594,0.0431519699812383,0.0151077915464268,2.85627252988174,7.04569901564421,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0042734","GO:0042734","presynaptic membrane","21/533","231/17673",7.31081852367426e-06,0.00374313908412122,0.000154722031913771,"Kcnc2/Grm8/Nrxn3/Marcks/Apba1/Grin2d/Cltc/Kcnh1/Gria1/Unc13c/Dnajc6/Rims2/Chrm3/Atp2b4/Syp/Slc1a2/Stx1a/Pcdh17/Snap25/Dnm1/Atp1a3",21,2.42676403547063,0.0393996247654784,0.0130707859446613,3.01432713627836,7.3150606854635,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0031252","GO:0031252","cell leading edge","29/533","403/17673",1.49815101112513e-05,0.00767053317696068,0.000301207203289369,"Actb/Cfl1/Kcnc2/Pabpc1/Lmo4/Thy1/Plce1/Eef1a1/Tubb3/Kcnh1/Sntg1/Gria1/Ywhaz/Psd/Rps3/Stmn2/Epb41l3/Cdkl5/Mapt/Pdlim7/Wasf1/Ldb2/Tacr3/Slc1a2/Ctnna3/Bcas3/Wwc1/Tiam1/Snap25",29,2.1151744472943,0.0544090056285178,0.022803146041985,2.38603066122282,5.04687108507923,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0030673","GO:0030673","axolemma","6/533","20/17673",1.97713778525234e-05,0.010122945460492,0.000378579766399195,"Kcnc2/Thy1/Kcnh1/Epb41l3/Mapt/Slc1a2",6,1.99469310299848,0.0112570356472795,0.00113166977875856,9.94727954971857,19.8417699114215,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0044309","GO:0044309","neuron spine","19/533","210/17673",2.11430343644092e-05,0.0108252335945775,0.000386442063502599,"Hspa8/Cfl1/Asic2/Marcks/Palmd/Apba1/Nlgn1/Dip2a/Gria1/Psd/Syp/Slc1a2/Hnrnpk/Ophn1/Dlg4/Tiam1/Usp50/Grid2/Atp1a3",19,1.96556272335876,0.0356472795497186,0.0118825326769649,2.99997319753417,5.89663548814855,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0060076","GO:0060076","excitatory synapse","12/533","98/17673",3.84541236189137e-05,0.0196885112928838,0.000672287195534326,"Nlgn1/Neto1/Kcnh1/Gria1/Unc13c/Met/Syp/Ywhah/Dlg4/Fgfr2/Slc17a6/Grid2",12,1.70578712092275,0.0225140712945591,0.00554518191591694,4.06011410192595,6.92569034454211,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0043197","GO:0043197","dendritic spine","18/533","204/17673",4.82850018327339e-05,0.0247219209383598,0.000790046713528287,"Hspa8/Cfl1/Asic2/Marcks/Palmd/Apba1/Nlgn1/Dip2a/Gria1/Psd/Slc1a2/Hnrnpk/Ophn1/Dlg4/Tiam1/Usp50/Grid2/Atp1a3",18,1.60691778679854,0.0337711069418387,0.0115430317433373,2.92567045579958,4.70131189373533,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0045211","GO:0045211","postsynaptic membrane","25/533","344/17673",4.91193964562744e-05,0.0251491309856125,0.000790046713528287,"Hspa8/Kcnc2/Ntrk3/Nrp1/Marcks/Ptprt/Grin2d/Nlgn1/Neto1/Adgrb1/Nsg1/Clstn2/Kcnh1/Gria1/Prrt1/Met/Chrm3/Grin3a/Dlg4/Stx1a/Pcdh17/Atp6ap2/Tiam1/Grid2/Glrb",25,1.59947701715572,0.0469043151969981,0.0194647201946472,2.40970919324578,3.85427447262546,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0031256","GO:0031256","leading edge membrane","15/533","153/17673",6.17927107111213e-05,0.0316378678840941,0.000924311550934529,"Kcnc2/Thy1/Eef1a1/Kcnh1/Sntg1/Gria1/Psd/Rps3/Epb41l3/Cdkl5/Mapt/Tacr3/Slc1a2/Wwc1/Tiam1",15,1.49979279184228,0.0281425891181989,0.00865727380750297,3.25074495088842,4.87544384546015,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
"GO:0030133","GO:0030133","transport vesicle","25/533","349/17673",6.20643750823839e-05,0.0317769600421806,0.000924311550934529,"Hspa8/Calm3/Calm1/Cltc/Atp6v0c/Gria1/Rab3a/Prrt1/Unc13c/Atp6v1a/Syn3/Vamp2/Syp/Sec23a/Syngr3/Bdnf/Atp8a1/Dlg4/Stx1a/Atp6ap2/Slc17a6/Synrg/Snap25/Dnm1/Ppt1",25,1.49788765212721,0.0469043151969981,0.0197476376393368,2.37518613890128,3.55776198896395,"L23ExcitatoryNeurons","24hrvs1hr_SAL"
