"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","direction"
"MA0604.1",1,5,3.2258064516129,1,3.2258064516129,0.274835579014809,"Atf1",0.963913368328747,"down"
"MA0631.1",3,30,9.67741935483871,6,1.61290322580645,0.282326831824931,"Six3",0.963913368328747,"down"
"MA0160.1",4,44,12.9032258064516,8.8,1.46627565982405,0.286320459699327,"NR4A2",0.963913368328747,"down"
"MA0461.2",4,44,12.9032258064516,8.8,1.46627565982405,0.286320459699327,"Atoh1",0.963913368328747,"down"
"MA0885.1",3,31,9.67741935483871,6.2,1.56087408949011,0.300086237309893,"Dlx2",0.963913368328747,"down"
"MA1608.1",3,31,9.67741935483871,6.2,1.56087408949011,0.300086237309893,"Isl1",0.963913368328747,"down"
"MA0832.1",5,60,16.1290322580645,12,1.34408602150538,0.310069660075977,"Tcf21",0.96668776376628,"down"
"MA1153.1",5,61,16.1290322580645,12.2,1.32205182443152,0.323189918416518,"Smad4",0.978803752918598,"down"
"MA1620.1",5,62,16.1290322580645,12.4,1.30072840790843,0.336399312508884,"Ptf1a(var.3)",0.983766385093853,"down"
"MA0521.1",9,123,29.0322580645161,24.6,1.1801730920535,0.343390153287477,"Tcf12",0.983766385093853,"down"
"MA0067.1",1,7,3.2258064516129,1.4,2.30414746543779,0.362906298249333,"Pax2",0.990328533527818,"down"
"MA0152.1",9,126,29.0322580645161,25.2,1.15207373271889,0.373814390350228,"NFATC2",0.990328533527818,"down"
"MA0739.1",4,50,12.9032258064516,10,1.29032258064516,0.376107350345206,"Hic1",0.990328533527818,"down"
"MA0883.1",2,22,6.45161290322581,4.4,1.46627565982405,0.402147052266266,"Dmbx1",0.990328533527818,"down"
"MA0704.1",3,37,9.67741935483871,7.4,1.3077593722755,0.407215740776268,"Lhx4",0.990328533527818,"down"
"MA0853.1",3,37,9.67741935483871,7.4,1.3077593722755,0.407215740776268,"Alx4",0.990328533527818,"down"
"MA0851.1",8,114,25.8064516129032,22.8,1.13186191284663,0.411079768634188,"Foxj3",0.990328533527818,"down"
"MA0494.1",4,53,12.9032258064516,10.6,1.21728545343883,0.421311386417601,"Nr1h3::Rxra",0.992422376894793,"down"
"MA0869.1",4,54,12.9032258064516,10.8,1.194743130227,0.436284387806477,"Sox11",0.997548258701925,"down"
"MA0854.1",3,39,9.67741935483871,7.8,1.24069478908189,0.442309133575382,"Alx1",0.997548258701925,"down"
"MA0591.1",4,56,12.9032258064516,11.2,1.15207373271889,0.465975858705846,"Bach1::Mafk",1,"down"
"MA0880.1",2,26,6.45161290322581,5.2,1.24069478908189,0.490129936875428,"Dlx3",1,"down"
